,genome_id,genome_name,taxon_id,genome_status,strain,completion_date,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,genome_length,gc_content,patric_cds,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,comments,additional_metadata,complete_mash_cluster
995,2923090.3,Enterobacter sp. JH536,2923090,WGS,JH536,2022-06-27T00:00:00Z,PRJNA811399,SAMN26330677,GCA_023927445.1,JAKZHD000000000,,WGS,Illumina,200x,SPAdes v. 0.48,0,0,137,5259275,54.466576,5257,,Urine,2021-05-03,China,China: Jinhua,Human,,sample_type:single bacteria,
996,1812935.358,Enterobacter roggenkampii 161128,1812935,WGS,161128,2022-04-27T00:00:00Z,PRJNA801924,SAMN25419507,GCA_023153075.1,JAKMLV000000000,,WGS,Illumina,100x,Shovill v. 0.9.0,0,0,25,4769013,56.02025,4576,4478,Bodily Fluids,2016,China,China,Human,,collected_by:Yushan Cui,
997,299766.24,Enterobacter hormaechei subsp. steigerwaltii strain GN05334,299766,WGS,GN05334,2016-04-25T00:00:00Z,PRJNA259658,SAMN04572599,GCF_001631045.1,LVUA00000000,JCVI,WGS,Illumina NextSeq 500,136.87x,SPAdes v. 3.1.1,,,144,4728023,55.65,4669,4498,Unknown/Unclear,2013,USA,United States,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Vance Fowler,
998,299767.328,Enterobacter ludwigii RHB47-SO-C03,299767,Complete,RHB47-SO-C03,2023-04-13T00:00:00Z,PRJNA605147,SAMN15488726,,CP099327,,,Illumina/Nanopore,175x,Unicycler v. v0.4.4,1,0,1,4811688,54.56399,4625,4508,Soil,2017,United Kingdom,United Kingdom,Environmental,,"sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",19.0
999,158836.158,Enterobacter hormaechei strain Enter_horma1_M,158836,WGS,Enter_horma1_M,2017-12-20T00:00:00Z,PRJEB22954,SAMEA104353277,GCA_900232975.1,OETD00000000,Faculty of medecine and pharmacy RABAT,WGS,,,,,,78,4497631,55.513912,4320,,Unknown/Unclear,,Unknown,Unknown,Unknown,"Whole-Genome Shotgun Sequence of Enterobacter hormaechei ""Enter_horma1_M"" isolated from M'Hamid El Ghizlane , small oasis town in southern Morocco (Zagora Province in the Dr�a-Tafilalet Region)",,
1000,550.3795,Enterobacter cloacae C210263,550,WGS,C210263,1900-01-01T00:00:00Z,PRJNA837096,SAMN28189588,GCA_023750925.1,JAMGIZ000000000,,WGS,Illumina NovaSeq,12x,SPAdes v. 3.15.1,0,0,118,4827047,54.915405,4747,4599,Unknown/Unclear,2021,China,China: Shandong,Human,,sample_type:whole organism,
1001,158836.2102,Enterobacter hormaechei EC16568,158836,WGS,EC16568,2023-01-17T00:00:00Z,PRJNA868583,SAMN30260165,,JANWMN000000000,,,NovaSeq 6000,320.47x,CLC Genomics Workbench v. 21.0.4,0,0,157,4772480,54.983543,4699,4538,Blood,2021-10-22,China,"China: Jiangsu, Nanjing",Human,,collected_by:Xiaoli Cao,
1002,158836.822,Enterobacter hormaechei strain ZHH,158836,Complete,ZHH,2020-08-09T00:00:00Z,PRJNA648784,SAMN15648651,GCA_014117285.1,"CP059711,CP059712,CP059713,CP059714,CP059715,CP059716","Sir Run Run Shaw Hospital, School of Medicine, Zhejiang University",Complete,Oxford Nanopore MiniION,200.0x,Unicycler v. 0.4.0,1,5,6,5415820,54.509808,5449,5187,Blood,2019-08-08,China,China: Hangzhou,Human,Multidrug resistance bacteria,collected_by:Xu Qian,2.0
1003,550.151,Enterobacter cloacae ECNIH4,550,Complete,ECNIH4,2014-11-17T00:00:00Z,PRJNA251384,SAMN02821150,GCA_000784865.1,"CP009850.1,CP009851.1,CP009852.1,CP009853.1",NIH,Complete,PacBio RSII,,SMRT Portal v. 2.0,1,3,4,4946444,54.98,4628,4514,Wastewater,2012,USA,United States,Environmental,Whole genome sequencing of Enterobacter cloacae,,10.0
1004,716541.4,Enterobacter cloacae subsp. cloacae ATCC 13047,716541,Complete,ATCC 13047,2010-04-23T00:00:00Z,PRJNA45793,SAMN02603901,GCA_000025565.1,"CP001918,CP001919,CP001920","TEDA School of Biological Sciences and Biotechnology, Nankai University",Complete,,,,1,2,3,5598796,54.6,5297,5518,Unknown/Unclear,,Unknown,Unknown,Unknown,Enterobacter cloacae subsp. cloacae ATCC 13047. Project description not provided.,,21.0
1005,61645.733,Enterobacter asburiae GD03886,61645,WGS,GD03886,2023-04-19T00:00:00Z,PRJNA868296,SAMN30525342,,JAOCCK000000000,,,Illumina HiSeq,138.999x,Unicycler v. 0.4.9,0,0,91,4918427,55.47922,4866,4737,Unknown/Unclear,2018-04-09,USA,USA,Unknown,,,
1006,158836.806,Enterobacter hormaechei strain RHBSTW-00220,158836,Complete,RHBSTW-00220,2020-07-27T00:00:00Z,PRJNA605147,SAMN15148549,GCA_013743295.1,"CP056742,CP056743,CP056744,CP056745,CP056746",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,109.836668560382x,Unicycler v. v0.4.7,1,4,5,4852893,55.471592,4743,4578,Wastewater,2017,United Kingdom,United Kingdom,Environmental,"These isolates represent a dataset assembled by the REHAB team: A collaborative effort between the Animal and Plant Health Agency, the UK Centre for Ecology &amp\; Hydrology, Thames Water, Public Health England, and the University of Oxford. The focus of this study is on understanding bacterial diversity in four important clinical genera (Escherichia, Klebsiella, Enterobacter and Citrobacter), and strain, MGE and resistance gene flow amongst environmental and farm animal reservoirs, and in rivers around sewage treatment plants, in Oxfordshire, UK, in 2017.","sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",3.0
1007,299767.104,Enterobacter ludwigii strain CEB04,299767,Complete,CEB04,2020-03-19T00:00:00Z,PRJNA531388,SAMN11357407,GCA_011463635.1,CP039741,Karolinska institutet,Complete,PacBio,284.0x,HGAP v. 4,1,0,1,4892475,54.497887,4792,4670,Urine,2003-09-24,Sweden,Sweden,Human,Enterobacter ludwigii CEB04 is a clinical isolate and has ability to form high biofilm. It exhibit red and rough (rdar) morphotype .,"collected_by:Xiaoda Wang, Ingrid Ehren, Annelie Brauner and Ute Romling",19.0
1008,550.495,Enterobacter cloacae strain MNCRE48,550,WGS,MNCRE48,2015-03-13T00:00:00Z,PRJNA272863,SAMN03333153,GCF_000952355.1,JYMC00000000,University of Minnesota,WGS,Illumina MiSeq,40.0x,CLC Genomics Workbench v. JUNE-2014,,,104,4947061,55.04,4951,4641,Other,2012,USA,USA: Minnesota,Human,Sequencing of multiple CRE isolates from Minnesota for genomic comparisons,,
1009,158836.812,Enterobacter hormaechei strain ENCL48212,158836,Complete,ENCL48212,2020-07-29T00:00:00Z,PRJNA647546,SAMN15589925,GCA_013873655.1,"CP059414,CP059415,CP059416,CP059413,CP059417",Charles University in Prague,Complete,PacBio Sequel,290.0x,Microbial Assembly v. SMRT Link v.9,1,4,5,5347829,54.888535,5364,5140,Urine,2019,Czech Republic,Czech Republic: Tabor,Human,VIM/MCR producers in Czech Republic,collected_by:Nemocnice Tabor,6.0
1010,158836.1865,Enterobacter hormaechei FUJ80065,158836,WGS,FUJ80065,2022-06-04T00:00:00Z,PRJDB13518,SAMD00490856,,"AP025818,AP025819,AP025820",,WGS,MiSeq; MinION,364x,Unicycler v. 0.4.9b,3,2,3,5122083,54.67635,4995,4837,Other,2014-01-08,Japan,Japan,Human,,,
1011,550.916,Enterobacter cloacae strain e774,550,WGS,e774,2016-04-06T00:00:00Z,PRJEB5065,SAMEA2273234,GCF_900077685.1,FKGG00000000,SC,WGS,,,,,,73,5108448,54.93,5023,4764,Other,1800-2014,Unknown,Unknown,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0130,
1012,61645.50,Enterobacter asburiae strain 35651,61645,WGS,35651,2015-03-19T00:00:00Z,PRJNA259658,SAMN03283680,GCF_000958015.1,JZZF00000000,JCVI,WGS,Illumina HiSeq 2000,134.79x,SPAdes v. 3.1.1,,,129,5305497,55.77,5295,4980,Unknown/Unclear,2012,USA,Florida,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Barry Kreiswirth,
1013,299767.335,Enterobacter ludwigii 3306c7,299767,WGS,3306c7,2023-05-02T00:00:00Z,PRJNA961034,SAMN34340398,,JARZBA000000000,,,Illumina MiSeq; Oxford Nanopore MinION,10x,SPAdes v. 3.13.1,0,0,23,5021502,54.3899,4900,4741,Unknown/Unclear,2021-06-28,Sweden,Sweden: Kalmar,Unknown,,sample_type:isolate,
1014,550.476,Enterobacter cloacae strain LB2,550,WGS,LB2,2015-07-31T00:00:00Z,PRJNA287091,SAMN03776124,GCF_001190095.1,LFLH00000000,University of Malaya,WGS,Illumina HiSeq,78.54x,CLC NGS Cell v. 7,,,58,5000203,54.89,4825,,Food,2013,Malaysia,Malaysia,Environmental,Enterobacter cloacae LB2 Isolated from Long Beans,sample_type:Bacteria culture,
1015,299766.35,Enterobacter hormaechei subsp. steigerwaltii strain GN04892,299766,WGS,GN04892,2016-04-25T00:00:00Z,PRJNA259658,SAMN04572593,GCF_001631685.1,LVTU00000000,JCVI,WGS,Illumina NextSeq 500,162.58x,SPAdes v. 3.1.1,,,174,4943733,55.35,4936,4734,Unknown/Unclear,2012,USA,United States,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Vance Fowler,
1016,158836.2130,Enterobacter hormaechei EC8520,158836,WGS,EC8520,2023-01-17T00:00:00Z,PRJNA868583,SAMN30260131,,JANWNV000000000,,,NovaSeq 6000,230.44x,CLC Genomics Workbench v. 21.0.4,0,0,137,5293404,54.92422,5298,5082,Bodily Fluids,2018-04-27,China,"China: Jiangsu, Nanjing",Human,,collected_by:Xiaoli Cao,
1017,550.658,Enterobacter cloacae strain e1082,550,WGS,e1082,2016-04-05T00:00:00Z,PRJEB5065,SAMEA2273479,GCF_900075115.1,FJXQ00000000,SC,WGS,,,,,,68,5265404,55.23,5199,4977,Other,1800-2014,United Kingdom,United Kingdom,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0193,
1018,158836.2116,Enterobacter hormaechei EC13311,158836,WGS,EC13311,1900-01-01T00:00:00Z,PRJNA868583,SAMN30260148,,JANWNE000000000,,,NovaSeq 6000,338.27x,CLC Genomics Workbench v. 21.0.4,0,0,73,4774300,55.225513,4724,4587,Bodily Fluids,2020-05-01,China,"China: Jiangsu, Nanjing",Human,,collected_by:Xiaoli Cao,
1019,550.940,Enterobacter cloacae strain e864,550,WGS,e864,2016-04-06T00:00:00Z,PRJEB5065,SAMEA2273255,GCF_900077925.1,FKHG00000000,SC,WGS,,,,,,23,4786532,54.42,4609,4452,Other,1800-2014,Unknown,Unknown,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0153,
1020,539813.22,Enterobacter mori strain CX01,539813,Complete,CX01,2021-07-13T00:00:00Z,PRJNA638257,SAMN15184663,GCA_019203945.1,CP055276,Peking University,Complete,PacBio Sequel; Illumina HiSeq,372.0x,mecat v. 1.6; Canu v. 1.7,1,0,1,4966908,55.402718,4704,4569,Other,2018-03-01,China,China: Sichuan,Plant,For novel bacterial pathogen identification,sample_type:single cell,17.0
1021,61645.621,Enterobacter asburiae NK-MR1610,61645,WGS,NK-MR1610,2022-07-26T00:00:00Z,PRJNA860154,SAMN29831205,GCA_024451465.1,JANFVN000000000,,WGS,Illumina MiSeq,80x,SPAdes v. 2020-05-01T00:00:00,0,0,2,4679693,55.819817,4497,4396,Rectal/Fecal,2015/2017,Nigeria,Nigeria,Human,,collected_by:National Hospital Abuja,
1022,550.132,Enterobacter cloacae ND23,550,WGS,ND23,2014-11-17T00:00:00Z,PRJNA259658,SAMN03012829,GCA_000784135.2,JTCE00000000,JCVI,WGS,Illumina HiSeq 2000,95.96x,SPAdes v. 3.1.1,,,132,4917209,55.12,4645,4613,Bodily Fluids,2011-12-04,USA,United States,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",,
1023,550.908,Enterobacter cloacae strain e669,550,WGS,e669,2016-04-06T00:00:00Z,PRJEB5065,SAMEA2273216,GCF_900077605.1,FKFV00000000,SC,WGS,,,,,,78,5259707,55.36,5270,5029,Other,1800-2014,Unknown,Unknown,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0112,
1024,550.353,Enterobacter cloacae strain CIDEIMsCOL13,550,WGS,CIDEIMsCOL13,2015-03-30T00:00:00Z,PRJNA271006,SAMN03277200,GCF_000965895.1,JZKX00000000,JCVI,WGS,Illumina HiSeq 2000,177.1x,SPAdes v. 3.1.0,,,149,5252389,55.12,5276,4957,Bodily Fluids,2011,Colombia,Colombia,Human,Colistin-resistant Enterobacter Genome sequencing,sample_type:cell culture;collected_by:CIDEIM,
1025,1812934.7,Enterobacter cloacae complex 'Hoffmann cluster III' strain 2840_1,1812934,WGS,2840_1,2017-06-22T00:00:00Z,PRJNA382335,SAMN06703828,GCA_002204955.1,NIZM00000000,"Austrian Agency for Health and Food Safety, Vienna, Austria",WGS,Illumina MiSeq,82x,Velvet v. 1.1.04,,,110,4698288,55.09,4619,4520,Urine,2015,Nigeria,Nigeria,Human,To determine the frequency of CRE in three Nigerian hospitals and to characterize the resistance mechanisms of such isolates.,collected_by:Christiana Jesumirhewe,
1026,61645.608,Enterobacter asburiae C210161,61645,WGS,C210161,1900-01-01T00:00:00Z,PRJNA837096,SAMN28189490,GCA_023752925.1,JAMGMS000000000,,WGS,Illumina NovaSeq,12x,SPAdes v. 3.15.1,0,0,55,4822818,55.60774,4681,4560,Unknown/Unclear,2020,China,China: Zhejiang,Human,,sample_type:whole organism,
1027,881260.264,Enterobacter bugandensis CMCC(B)45301 strain CMCC(B)45301,881260,Complete,CMCC(B)45301,2022-05-16T00:00:00Z,PRJNA833245,SAMN27966081,GCA_023374275.1,"CP097255,CP097254",,Complete,PacBio Sequel; Illumina NovaSeq,277.0x,SMRT Link v. 5.0.1,1,1,2,4713163,55.978077,4496,4386,Unknown/Unclear,,China,China: Shenyang,Unknown,,,18.0
1028,550.1306,Enterobacter cloacae strain ST-459:Ec001,550,WGS,ST-459:Ec001,2017-10-03T00:00:00Z,PRJNA355910,SAMN06106831,GCA_002416545.1,NXIK00000000,University of Pretoria,WGS,IonTorrent,94x,SPAdes v. JUN-2016,,,169,5040234,54.89,5187,4998,Clinical/Wound,2013-04-19,South Africa,South Africa:Pretoria,Human,"Clinical Enterobacteriaceae that were isolated from hospitals in Pretoria, South Africa and found to be resistant to extended-spectrum beta lactamases (penicillins and cephalosporins) were subjected to whole genome sequencing to characterize their resistance mechanisms and molecular epidemiology.",collected_by:Nontombi Mbelle,
1029,1296536.176,Enterobacter hormaechei subsp. xiangfangensis HD7811,1296536,WGS,HD7811,2022-11-09T00:00:00Z,PRJNA824645,SAMN27409780,GCA_026114965.1,JAMFUB000000000,,WGS,Illumina NovaSeq,100x,SPAdes v. 3.11,0,0,56,5015758,55.052017,4873,4723,Other,2020-07-18,China,"China: Ningxia, Yinchuan",Human,,collected_by:General Hospital of Ningxia Medical University in Yinchuan,
1030,158836.2081,Enterobacter hormaechei K432,158836,Complete,K432,2022-11-20T00:00:00Z,PRJNA900428,SAMN31691762,,CP110857,,,nanopore,100.0x,Unicycler v. v0.4.5,1,0,1,4862801,55.14026,4765,4613,Urine,2020,China,China: Zhejiang,Human,,collected_by:a tertiary hospital,4.0
1031,301102.22,Enterobacter hormaechei subsp. oharae strain SMART_803,301102,WGS,SMART_803,2015-12-21T00:00:00Z,PRJNA259658,SAMN04252932,GCF_001472765.1,LPPC00000000,JCVI,WGS,Illumina NextSeq 500,182.44x,SPAdes v. 3.1.1,,,60,5026831,55.21,5026,4804,Unknown/Unclear,2012,Turkey,Turkey,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Johann Pitout,
1032,1812935.339,Enterobacter roggenkampii AR2642,1812935,WGS,AR2642,2022-04-27T00:00:00Z,PRJNA801924,SAMN25419567,GCA_023151875.1,JAKMOD000000000,,WGS,Illumina,100x,Shovill v. 0.9.0,0,0,68,4636237,56.091545,4478,4372,Bodily Fluids,2019,China,China,Human,,collected_by:Yushan Cui,
1033,61645.392,Enterobacter asburiae strain En30,61645,Complete,En30,2021-02-27T00:00:00Z,PRJDB11245,SAMD00282211,GCA_017347425.1,"AP024498,AP024500,AP024499",Rakuno Gakuen University,Complete,Illumina Miseq; Nanopore Minion,95x,Flye v. 2.8,1,2,3,5091405,55.314495,4983,4853,Other,2015,Japan,Japan:Chiba,Animal,The relationship between some antibiotics resistance and resistance gene in Enterobacter spp. has not been clarified. The purpose of this project is to clarify the relationship between antibiotic resistance and resistance genes using Enterobacter spp. derived from cats.,,14.0
1034,550.391,Enterobacter cloacae strain GN02382,550,WGS,GN02382,2015-06-09T00:00:00Z,PRJNA259658,SAMN03732702,GCF_001022365.1,LEEA00000000,JCVI,WGS,Illumina NextSeq500,172.28x,SPAdes v. 3.1.0,,,31,4970139,55.32,4870,4649,Bodily Fluids,2005-07-01,USA,United States,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Vance Fowler;sample_type:cell culture,
1035,881260.250,Enterobacter bugandensis 14701,881260,WGS,14701,2022-04-27T00:00:00Z,PRJNA801924,SAMN25419460,GCA_023153995.1,JAKMKA000000000,,WGS,Illumina,100x,Shovill v. 0.9.0,0,0,43,4706479,56.075912,4518,4435,Bodily Fluids,2014,China,China,Human,,collected_by:Yushan Cui,
1036,1296536.211,Enterobacter hormaechei subsp. xiangfangensis HD7372,1296536,WGS,HD7372,2022-11-09T00:00:00Z,PRJNA824645,SAMN27409727,GCA_026115935.1,JAMFWC000000000,,WGS,Illumina NovaSeq,100x,SPAdes v. 3.11,0,0,54,4712537,55.213425,4622,4485,Urine,2019-12-28,China,"China: Sichuan, Chengdu",Human,,collected_by:Sichuan Provincial People's Hospital,
1037,336306.31,Enterobacter cloacae subsp. cloacae strain CAPREX_E7,336306,WGS,CAPREX_E7,2017-04-11T00:00:00Z,PRJNA362587,SAMN06269461,GCA_002086975.1,MWMD00000000,,WGS,,,,,,15,5034327,55.06,4919,4859,Food,2016-01,United Kingdom,United Kingdom: London market,Environmental,,,
1038,550.456,Enterobacter cloacae strain 559_ECLO,550,WGS,559_ECLO,2015-07-10T00:00:00Z,PRJNA267549,SAMN03197758,GCF_001057255.1,JVCE00000000,University of Washington,WGS,Illumina HiSeq,27x,ABYSS v. 1.3.5,,,67,4869888,54.98,4603,,Unknown/Unclear,,USA,USA: WA,Human,Whole genome sequencing of bacterial isolates over a 1-year period from a hospital's intensive care units.,collected_by:UW clinical laboratory,
1039,1296536.158,Enterobacter hormaechei subsp. xiangfangensis IMP68,1296536,WGS,IMP68,2022-06-10T00:00:00Z,PRJEB38818,SAMEA6990788,GCA_903936205.1,CAIZUS000000000,,WGS,,,,0,0,122,5249184,54.913982,5152,,Unknown/Unclear,2018,United Kingdom,United Kingdom,Human,,,
1040,299767.78,Enterobacter ludwigii strain JP6,299767,Complete,JP6,2019-05-20T00:00:00Z,PRJNA532789,SAMN11415570,GCA_005518115.1,CP040256,Shandong Agricultural University,Complete,PacBio; Illumina MiSeq,150.0x,CANU v. V1.6,1,,1,4681598,54.760277,4575,4339,Soil/Root,2011-05-01,China,China: Hunan Province,Plant,"JP6 was isolated from the rhizosphere soil of tobacco in Hunan Province, andJP6 can promote the growth of tobacco",sample_type:single cell,19.0
1041,158836.808,Enterobacter hormaechei strain RHBSTW-00216,158836,Complete,RHBSTW-00216,2020-07-27T00:00:00Z,PRJNA605147,SAMN15148545,GCA_013743935.1,"CP056751,CP056752,CP056753,CP056754,CP056755",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,103.964872087639x,Unicycler v. v0.4.7,1,4,5,4852893,55.471798,4737,4579,Wastewater,2017,United Kingdom,United Kingdom,Environmental,"These isolates represent a dataset assembled by the REHAB team: A collaborative effort between the Animal and Plant Health Agency, the UK Centre for Ecology &amp\; Hydrology, Thames Water, Public Health England, and the University of Oxford. The focus of this study is on understanding bacterial diversity in four important clinical genera (Escherichia, Klebsiella, Enterobacter and Citrobacter), and strain, MGE and resistance gene flow amongst environmental and farm animal reservoirs, and in rivers around sewage treatment plants, in Oxfordshire, UK, in 2017.","sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",3.0
1042,550.702,Enterobacter cloacae strain e1343,550,WGS,e1343,2016-04-05T00:00:00Z,PRJEB5065,SAMEA2273339,GCF_900075575.1,FJYJ00000000,SC,WGS,,,,,,21,4614489,55.78,4355,4221,Other,1800-2014,United Kingdom,United Kingdom,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0255,
1043,550.849,Enterobacter cloacae strain e351,550,WGS,e351,2016-04-06T00:00:00Z,PRJEB5065,SAMEA2273154,GCF_900076985.1,FKDQ00000000,SC,WGS,,,,,,39,4852652,55.31,4668,4496,Other,1800-2014,Unknown,Unknown,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0044,
1044,61645.627,Enterobacter asburiae strain 2497,61645,Complete,2497,2022-09-04T00:00:00Z,PRJNA836696,SAMN28174002,GCA_024917675.1,"CP103751,CP103752,CP103753,CP103754",University of Texas MD Anderson Cancer Center,,Oxford Nanopore GridION,74x,Flye v. 2.8.3-b1695,1,3,4,5615356,54.99201,5722,5494,Blood,2016-09-05,USA,USA: Houston,Human,Repository of genomic data for carbapenem non-susceptible Enterobacterales infections at the University of Texas MD Anderson Cancer Center.,collected_by:MDACC,16.0
1045,881260.304,Enterobacter bugandensis IPG68,881260,WGS,IPG68,2023-02-13T00:00:00Z,PRJNA925922,SAMN32818176,,JAQMZT000000000,,,Illumina,100x,SPAdes v. 1. 3.15.5,0,0,141,5233548,55.49933,5124,,Food,2022-07-20,USA,USA: Georgia,Environmental,,sample_type:Genomic DNA;collected_by:Issmat Kassem,
1046,61645.543,Enterobacter asburiae AR2284-yvys,61645,Complete,AR2284-yvys,2022-04-18T00:00:00Z,PRJNA762162,SAMN21379553,GCA_023023145.1,"CP083830,CP083831,CP083832,CP083833",,Complete,Oxford Nanopore MinION,10x,Unicycler v. v0.4.8,1,3,4,5379346,54.949783,5388,5160,Bodily Fluids,2019-07,China,China,Human,,collected_by:Yushan Cui,16.0
1047,550.430,Enterobacter cloacae strain 1034_ECLO,550,WGS,1034_ECLO,2015-07-10T00:00:00Z,PRJNA267549,SAMN03196999,GCF_001053635.1,JWFJ00000000,University of Washington,WGS,Illumina HiSeq,28x,ABYSS v. 1.3.5,,,153,4656094,55.16,4499,,Unknown/Unclear,,USA,USA: WA,Human,Whole genome sequencing of bacterial isolates over a 1-year period from a hospital's intensive care units.,collected_by:UW clinical laboratory,
1048,61645.757,Enterobacter asburiae RG1,61645,Complete,RG1,2023-07-04T00:00:00Z,PRJNA987424,SAMN35981008,,CP129027,,,Illumina HiSeq; Oxford Nanopore,500x,Canu v. 1.5,1,0,1,4583407,55.964504,4351,4257,Other,2020-06,China,"China:Guangdong,Dongguan",Plant,,sample_type:cell culture,14.0
1049,158836.1871,Enterobacter hormaechei FUJ80063,158836,WGS,FUJ80063,2022-06-04T00:00:00Z,PRJDB13518,SAMD00490871,,"AP025847,AP025850,AP025848,AP025849",,WGS,MiSeq; MinION,272x,Unicycler v. 0.4.9b,4,3,4,5357219,54.82514,5287,5115,Other,2015-09-12,Japan,Japan,Human,,,
1050,550.317,Enterobacter cloacae strain 35012,550,WGS,35012,2015-03-19T00:00:00Z,PRJNA259658,SAMN03283632,GCF_000957805.1,JZZV00000000,JCVI,WGS,Illumina HiSeq 2000,259.72x,SPAdes v. 3.1.1,,,92,4976165,55.19,4997,4728,Unknown/Unclear,2012,USA,New York City,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Barry Kreiswirth,
1051,881260.320,Enterobacter bugandensis G_4868,881260,WGS,G_4868,2023-04-19T00:00:00Z,PRJNA952997,SAMN34177917,,JARWGN000000000,,,Illumina MiSeq,73x,CLC Genomics Workbench v. 21.0.4,0,0,140,4676200,56.200813,4532,4433,Blood,2016-09-09,Nigeria,Nigeria,Human,,collected_by:Stephen Obaro,
1052,1296536.233,Enterobacter hormaechei subsp. xiangfangensis MDCL 3,1296536,Complete,MDCL 3,2023-02-21T00:00:00Z,PRJNA721536,SAMN21522362,,"CP115150,CP115152,CP115151",,,Oxford Nanopore MinION; Illumina NovaSeq,250.0x,Unicycler v. v0.4.8,1,2,3,5000180,55.161953,4924,4749,Blood,2019-03-30,India,India: Kolkata,Human,,collected_by:ICMR-NICED,8.0
1053,881260.298,Enterobacter bugandensis UMB0660,881260,WGS,UMB0660,2019-01-07T00:00:00Z,PRJNA316969,SAMN08193702,,PKJW00000000,,,Illumina HiSeq,68.03x,Velvet v. 1.2,0,0,22,4649113,56.019707,4453,4410,Unknown/Unclear,2015,USA,"USA: Maywood, IL",Human,,,
