Gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,mobile-1,mobile-4,mobile-2,mobile-3,mobile-10,mobile-7,mobile-6,mobile-5,mobile-8,mobile-9,roggenkampii,asburiae-1,asburiae-2,cancerogenous,kobei,bugandensis,mori,ludwigii,cloacae,hormaechei-steigerwaltii-2,hormaechei-steigerwaltii-4,hormaechei-steigerwaltii-1,hormaechei-steigerwaltii-3,hormaechei-hoffmannii-1,hormaechei-hoffmannii-2,hormaechei-hoffmannii-3,hormaechei-hormaechei,hormaechei-oharae,hormaechei-xiangfangensis-2,hormaechei-xiangfangensis-1,hormaechei-xiangfangensis-3,phylon_list
group_47018,group_47018,1410619.SRDD_14950,7.33e-289,790.0,"COG3547@1|root,COG3547@2|Bacteria,1QYJU@1224|Proteobacteria,1RN0A@1236|Gammaproteobacteria,404Z5@613|Serratia",2|Bacteria,L,Transposase,-,-,-,ko:K07486,-,-,-,-,ko00000,-,-,-,"DEDD_Tnp_IS110,Transposase_20",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
group_18261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
group_42462,group_42462,590409.Dd586_3223,1.66e-16,71.2,"2EV9Y@1|root,33NQK@2|Bacteria,1NIBY@1224|Proteobacteria,1SJH7@1236|Gammaproteobacteria,2JF76@204037|Dickeya",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roggenkampii;asburiae-1;asburiae-2;kobei;bugandensis
group_41346,group_41346,1399774.JDWH01000001_gene2581,0.0,995.0,"COG5001@1|root,COG5001@2|Bacteria,1MU2C@1224|Proteobacteria,1RM8A@1236|Gammaproteobacteria,3X1AY@547|Enterobacter",2|Bacteria,T,TIGRFAM Diguanylate cyclase,-,-,-,-,-,-,-,-,-,-,-,-,"EAL,GAF_2,GGDEF,PAS_4,PAS_7,PAS_9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,hormaechei-oharae;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
group_43997,group_43997,716541.ECL_00092,1.63e-122,353.0,"COG3121@1|root,COG3121@2|Bacteria,1R6ZT@1224|Proteobacteria,1S1B8@1236|Gammaproteobacteria",2|Bacteria,M,"Pili assembly chaperone PapD, C-terminal domain",elfD,"GO:0008150,GO:0009987,GO:0016043,GO:0030030,GO:0043711,GO:0071840",-,ko:K07346,-,-,-,-,"ko00000,ko02035,ko02044,ko03110",-,-,-,"PapD_C,PapD_N",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,asburiae-1;asburiae-2;cancerogenous;cloacae;hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3;hormaechei-hormaechei;hormaechei-oharae;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
group_31540,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-2
group_48897,group_48897,568768.CM001975_gene2332,1.78e-240,669.0,"COG0582@1|root,COG0582@2|Bacteria,1PGAS@1224|Proteobacteria,1SXR1@1236|Gammaproteobacteria,2JDZC@204037|Dickeya",2|Bacteria,L,Arm DNA-binding domain,-,-,-,-,-,-,-,-,-,-,-,-,"Arm-DNA-bind_3,Phage_integrase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
group_43191,group_43191,1028307.EAE_19090,5.999999999999998e-91,269.0,"2AZ6I@1|root,31RDB@2|Bacteria,1RKK0@1224|Proteobacteria,1S8E0@1236|Gammaproteobacteria",2|Bacteria,S,CS1 type fimbrial major subunit,cblA,-,-,-,-,-,-,-,-,-,-,-,Fimbrial_CS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roggenkampii;asburiae-1
group_22254,group_22254,220341.16504771,9.809999999999999e-69,214.0,"COG3539@1|root,COG3539@2|Bacteria,1N294@1224|Proteobacteria,1S4MK@1236|Gammaproteobacteria,3ZM7S@590|Salmonella",2|Bacteria,NU,Fimbrial protein,lpfA,-,-,"ko:K07345,ko:K07351","ko05133,map05133",-,-,-,"ko00000,ko00001,ko02035,ko02044",-,-,-,Fimbrial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,bugandensis;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
group_42714,group_42714,911008.GLAD_03971,5.33e-92,272.0,"COG3915@1|root,COG3915@2|Bacteria,1RHJS@1224|Proteobacteria,1S0M5@1236|Gammaproteobacteria",2|Bacteria,S,protein conserved in bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Oxidored_molyb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,roggenkampii;asburiae-1;asburiae-2;kobei;bugandensis;mori;hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3;hormaechei-hormaechei;hormaechei-oharae;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
group_46999,group_46999,517433.PanABDRAFT_0732,3.17e-219,608.0,"2CEP2@1|root,33357@2|Bacteria,1N0US@1224|Proteobacteria,1SAA9@1236|Gammaproteobacteria",2|Bacteria,S,Inovirus Gp2,-,-,-,-,-,-,-,-,-,-,-,-,Inovirus_Gp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
group_22010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-6
group_38191,group_38191,716541.ECL_A071,1.52e-48,155.0,"2998B@1|root,2ZWBK@2|Bacteria,1P9BU@1224|Proteobacteria,1STQJ@1236|Gammaproteobacteria,3X45D@547|Enterobacter",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-10
aph3Ib~~~strA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
group_21977,group_21977,1006000.GKAS_00514,3.23e-79,236.0,"COG1917@1|root,COG1917@2|Bacteria,1RFBG@1224|Proteobacteria,1S4QS@1236|Gammaproteobacteria",2|Bacteria,S,Mannose-6-phosphate isomerase,-,-,-,-,-,-,-,-,-,-,-,-,Cupin_2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-7
arnD~~~pmrJ,arnD~~~pmrJ,1045856.EcWSU1_04281,1.19e-201,560.0,"COG0726@1|root,COG0726@2|Bacteria,1N8Q4@1224|Proteobacteria,1RQ0R@1236|Gammaproteobacteria,3X042@547|Enterobacter",2|Bacteria,G,Catalyzes the deformylation of 4-deoxy-4-formamido-L- arabinose-phosphoundecaprenol to 4-amino-4-deoxy-L-arabinose- phosphoundecaprenol. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides,arnD,"GO:0005575,GO:0008150,GO:0010035,GO:0010038,GO:0010039,GO:0010041,GO:0016020,GO:0042221,GO:0050896",-,ko:K13014,"ko00520,ko01503,map00520,map01503","M00721,M00761",R07662,"RC00323,RC01575","ko00000,ko00001,ko00002,ko01000,ko01005",-,-,"iAF987.Gmet_0882,iB21_1397.B21_02141,iBWG_1329.BWG_2029,iEC042_1314.EC042_2499,iECBD_1354.ECBD_1403,iECB_1328.ECB_02182,iECDH10B_1368.ECDH10B_2416,iECDH1ME8569_1439.ECDH1ME8569_2192,iECD_1391.ECD_02182,iECO103_1326.ECO103_2722,iECO111_1330.ECO111_3006,iECO26_1355.ECO26_3246,iECUMN_1333.ECUMN_2597,iECW_1372.ECW_m2447,iEKO11_1354.EKO11_1508,iETEC_1333.ETEC_2390,iEcDH1_1363.EcDH1_1402,iEcHS_1320.EcHS_A2401,iEcolC_1368.EcolC_1393,iJO1366.b2256,iSFV_1184.SFV_2326,iSSON_1240.SSON_2317,iUMNK88_1353.UMNK88_2808,iWFL_1372.ECW_m2447,iY75_1357.Y75_RS11830",Polysacc_deac_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roggenkampii;asburiae-1;asburiae-2;cancerogenous;kobei;bugandensis;mori;ludwigii;cloacae;hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3
ygjJ,ygjJ,1399774.JDWH01000004_gene3765,1.28e-254,698.0,"28HKS@1|root,2Z7VJ@2|Bacteria,1R4J1@1224|Proteobacteria,1RYGU@1236|Gammaproteobacteria,3X3JJ@547|Enterobacter",2|Bacteria,-,-,ygjJ,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-3
yegT~~~ycjR~~~nupG,yegT~~~ycjR~~~nupG,1218086.BBNB01000002_gene2843,1.65e-277,775.0,"COG2211@1|root,COG2211@2|Bacteria,1MWI9@1224|Proteobacteria,1RMU5@1236|Gammaproteobacteria,3WWSM@544|Citrobacter",2|Bacteria,G,Nucleoside H+ symporter,yegT,-,-,"ko:K03301,ko:K08218","ko01501,map01501",M00628,-,-,"ko00000,ko00001,ko00002,ko02000","2.A.1.25,2.A.12",-,-,"MFS_1,Nuc_H_symport",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,roggenkampii;cancerogenous;kobei;bugandensis;mori;ludwigii;cloacae;hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3;hormaechei-hormaechei;hormaechei-oharae;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
group_38992,group_38992,571.MC52_00400,1.6799999999999998e-126,360.0,"COG1595@1|root,COG1595@2|Bacteria,1RHI0@1224|Proteobacteria,1S454@1236|Gammaproteobacteria",2|Bacteria,K,"Sigma-70, region 4",sigM,-,-,ko:K03088,-,-,-,-,"ko00000,ko03021",-,-,-,"Sigma70_r2,Sigma70_r4_2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,hormaechei-hormaechei
iolD,iolD,1399774.JDWH01000004_gene3720,0.0,1189.0,"COG3962@1|root,COG3962@2|Bacteria,1MW0P@1224|Proteobacteria,1RQ39@1236|Gammaproteobacteria,3X3KA@547|Enterobacter",2|Bacteria,E,Belongs to the TPP enzyme family,iolD,-,3.7.1.22,ko:K03336,"ko00562,ko01100,ko01120,map00562,map01100,map01120",-,R08603,RC02331,"ko00000,ko00001,ko01000",-,-,-,"TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roggenkampii;asburiae-1;asburiae-2;kobei;bugandensis;mori;ludwigii;cloacae;hormaechei-steigerwaltii-1
group_12045,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-3
group_16531,group_16531,1484158.PSNIH1_19570,3.8800000000000003e-116,347.0,"COG1475@1|root,COG1475@2|Bacteria,1QIHH@1224|Proteobacteria,1TGC4@1236|Gammaproteobacteria,3W1TT@53335|Pantoea",2|Bacteria,K,DNA binding,-,-,-,ko:K03497,-,-,-,-,"ko00000,ko03000,ko03036,ko04812",-,-,-,"DUF3850,ParBc",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1
group_39782,group_39782,911008.GLAD_01855,6.87e-177,496.0,"COG0191@1|root,COG0191@2|Bacteria,1MURX@1224|Proteobacteria,1RQUC@1236|Gammaproteobacteria",2|Bacteria,G,Aldolase,gatY,"GO:0003674,GO:0003824,GO:0009025,GO:0016829,GO:0016830,GO:0016832",4.1.2.40,ko:K08302,"ko00052,ko01100,map00052,map01100",-,R01069,"RC00438,RC00439","ko00000,ko00001,ko01000",-,-,"iG2583_1286.G2583_2628,iYL1228.KPN_03543",F_bP_aldolase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,hormaechei-hormaechei
group_28797,group_28797,1197719.A464_975,3.62e-113,330.0,"2CB53@1|root,2ZB3U@2|Bacteria,1PBWZ@1224|Proteobacteria,1SWNU@1236|Gammaproteobacteria,3ZMP5@590|Salmonella",2|Bacteria,S,Replication protein P,-,-,-,-,-,-,-,-,-,-,-,-,Phage_lambda_P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
group_48098,group_48098,1005994.GTGU_01420,0.0,1689.0,"28HCK@1|root,2Z7PE@2|Bacteria,1NK7S@1224|Proteobacteria,1S03Y@1236|Gammaproteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-xiangfangensis-2
group_6613,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3;hormaechei-oharae
group_15243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
hpxX,hpxX,1045856.EcWSU1_01576,2.8900000000000003e-37,125.0,"2E73S@1|root,331N6@2|Bacteria,1N8F1@1224|Proteobacteria,1SDMG@1236|Gammaproteobacteria,3X2WZ@547|Enterobacter",2|Bacteria,S,Protein of unknown function (DUF4089),-,-,-,-,-,-,-,-,-,-,-,-,DUF4089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roggenkampii;asburiae-1;asburiae-2;kobei;bugandensis;mori;ludwigii;cloacae
group_47284,group_47284,1151116.Q7S_21270,1.19e-65,204.0,"COG3157@1|root,COG3157@2|Bacteria,1R6K0@1224|Proteobacteria,1RSAJ@1236|Gammaproteobacteria,3FI1N@34037|Rahnella",2|Bacteria,S,Type VI secretion system effector,-,-,-,ko:K11903,"ko02025,ko03070,map02025,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",-,-,-,"DUF2235,T6SS_HCP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cancerogenous;hormaechei-steigerwaltii-4;hormaechei-hoffmannii-1;hormaechei-hormaechei
group_15248,group_15248,1115515.EV102420_21_00620,2.2000000000000007e-149,421.0,"COG1335@1|root,COG1335@2|Bacteria,1MWFQ@1224|Proteobacteria,1RMHF@1236|Gammaproteobacteria,3XNGI@561|Escherichia",2|Bacteria,Q,lyase activity,ycaC,"GO:0003674,GO:0005488,GO:0005515,GO:0042802",-,-,-,-,-,-,-,-,-,-,Isochorismatase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,hormaechei-steigerwaltii-2;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-steigerwaltii-3;hormaechei-oharae;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1;hormaechei-xiangfangensis-3
group_36616,group_36616,716541.ECL_04798,1.52e-88,261.0,"2CJSS@1|root,32MNM@2|Bacteria,1N24P@1224|Proteobacteria,1S9ZB@1236|Gammaproteobacteria,3X30G@547|Enterobacter",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cloacae;hormaechei-steigerwaltii-4;hormaechei-steigerwaltii-1;hormaechei-oharae
group_34788,group_34788,1399774.JDWH01000009_gene1965,0.0,915.0,"COG0168@1|root,COG0168@2|Bacteria,1MUIJ@1224|Proteobacteria,1RQNY@1236|Gammaproteobacteria,3X49D@547|Enterobacter",2|Bacteria,P,Low-affinity potassium transport system. Interacts with Trk system potassium uptake protein TrkA,trkH,"GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005267,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0008150,GO:0008324,GO:0009987,GO:0015075,GO:0015077,GO:0015079,GO:0015267,GO:0015318,GO:0015672,GO:0016020,GO:0016021,GO:0022803,GO:0022838,GO:0022857,GO:0022890,GO:0030001,GO:0030955,GO:0031224,GO:0031226,GO:0031420,GO:0034220,GO:0043167,GO:0043169,GO:0044425,GO:0044459,GO:0044464,GO:0046872,GO:0046873,GO:0051179,GO:0051234,GO:0055085,GO:0071804,GO:0071805,GO:0071944,GO:0098655,GO:0098660,GO:0098662",-,ko:K03498,-,-,-,-,"ko00000,ko02000","2.A.38.1,2.A.38.4",-,iECDH1ME8569_1439.ECDH1ME8569_1308,TrkH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,roggenkampii;asburiae-1;asburiae-2;kobei;ludwigii;cloacae;hormaechei-hormaechei
mdmC~~~trmR,mdmC~~~trmR,716541.ECL_02089,4.22e-146,413.0,"COG4122@1|root,COG4122@2|Bacteria,1R4VI@1224|Proteobacteria,1T0KA@1236|Gammaproteobacteria,3X1XA@547|Enterobacter",2|Bacteria,H,Methyltransferase domain,mdmC,-,2.1.1.104,ko:K00588,"ko00360,ko00940,ko00941,ko00945,ko01100,ko01110,map00360,map00940,map00941,map00945,map01100,map01110","M00039,M00350","R01942,R06578","RC00003,RC00392","ko00000,ko00001,ko00002,ko01000",-,-,-,Methyltransf_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,roggenkampii;asburiae-1;asburiae-2;kobei;bugandensis;mori;ludwigii;cloacae;hormaechei-steigerwaltii-4;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3;hormaechei-hormaechei
group_10368,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,hormaechei-oharae;hormaechei-xiangfangensis-2
group_23070,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-4
group_43511,group_43511,1045856.EcWSU1_01146,3.61e-90,268.0,"2CJSS@1|root,32MNM@2|Bacteria,1N24P@1224|Proteobacteria,1S5J6@1236|Gammaproteobacteria,3X3ZY@547|Enterobacter",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,roggenkampii;asburiae-1;asburiae-2;kobei;bugandensis;mori;ludwigii;cloacae;hormaechei-steigerwaltii-1;hormaechei-hoffmannii-1;hormaechei-hoffmannii-2;hormaechei-hoffmannii-3;hormaechei-hormaechei;hormaechei-oharae;hormaechei-xiangfangensis-2;hormaechei-xiangfangensis-1
baeS~~~pcoS~~~cusS,baeS~~~pcoS~~~cusS,1115512.EH105704_07_01670,6.09e-297,815.0,"COG0642@1|root,COG2205@2|Bacteria,1MW8M@1224|Proteobacteria,1RNDA@1236|Gammaproteobacteria,3XPC2@561|Escherichia",2|Bacteria,T,Member of a two-component regulatory system,copS,-,2.7.13.3,"ko:K07644,ko:K18143","ko01501,ko02020,map01501,map02020","M00452,M00649,M00655,M00745",-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko01504,ko02022",-,-,-,"HAMP,HATPase_c,HisKA",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-4
