,genome_name,taxon_id,genome_status,strain,completion_date,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,genome_length,gc_content,patric_cds,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,additional_metadata,complete_mash_cluster,mlst,closest_genome_reference,closest_genome_taxonomy,mobile-1,mobile-4,mobile-2,mobile-3,mobile-10,mobile-7,mobile-6,mobile-5,mobile-8,mobile-9,roggenkampii,asburiae-1,asburiae-2,cancerogenous,kobei,bugandensis,mori,ludwigii,cloacae,hormaechei-steigerwaltii-2,hormaechei-steigerwaltii-4,hormaechei-steigerwaltii-1,hormaechei-steigerwaltii-3,hormaechei-hoffmannii-1,hormaechei-hoffmannii-2,hormaechei-hoffmannii-3,hormaechei-hormaechei,hormaechei-oharae,hormaechei-xiangfangensis-2,hormaechei-xiangfangensis-1,hormaechei-xiangfangensis-3,phylon_list
1296536.46,Enterobacter hormaechei subsp. xiangfangensis strain OSUVMCKPC4-2,1296536,Complete,OSUVMCKPC4-2,2018-08-13T00:00:00Z,PRJNA417482,SAMN09071586,GCA_003382725.1,"CP029246,CP029248,CP029247",1971,Complete,PacBio,29.4x,CANU v. 1.4,1,2,3,5215377,54.640614,5292,5156,,2016-07-27,USA,"USA: Ohio, Columbus","Dog, Canis lupus familiaris",collected_by:The Ohio State University College of Veterinary Medicine,6.0,171,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,mobile-1;mobile-2;hormaechei-xiangfangensis-2
1812935.81,Enterobacter roggenkampii strain KQ-01,1812935,Complete,KQ-01,2020-07-13T00:00:00Z,PRJNA644454,SAMN15460797,GCA_013403545.1,CP058637,South China Agricultural University,Complete,Illumina HiSeq,307.0x,SPAdes v. V3.5.0,1,0,1,4667006,56.155083,4377,4281,root,2017-08-30,China,China:Guangxi province,Morus alba var. atropurpurea,sample_type:cell culture,17.0,-1,GCF_001729805.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roggenkampii
1812935.513,Enterobacter roggenkampii WL374,1812935,Complete,WL374,2023-07-02T00:00:00Z,PRJNA987333,SAMN35977203,,"CP128618,CP128620,CP128621,CP128622,CP128619",,,Illumina; Oxford Nanopore,100.0x,Unicycler v. 0.5.0,1,4,5,5100310,55.753357,4966,4829,,2021,China,China: Wenling,Homo sapiens,,17.0,-1,GCF_001729805.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roggenkampii
61645.329,Enterobacter asburiae strain RHBSTW-00542,61645,Complete,RHBSTW-00542,2020-07-27T00:00:00Z,PRJNA605147,SAMN15148650,GCA_013740195.1,"CP056711,CP056712,CP056713,CP056714,CP056715",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,92.8048455495562x,Unicycler v. v0.4.7,1,4,5,5178360,55.4979,5152,4956,Freshwater sample from upstream of wastewater treatment plant,2017,United Kingdom,United Kingdom,,"sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",25.0,24,GCF_002208095.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae_M,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-10;mobile-8;asburiae-2
GCA_050158175.1,Enterobacter asburiae A26618,61645,Complete,A26618,2025-05-06,PRJNA1136676,SAMN42539138,GCA_050158175.1,SAMN42539138,University Hospital Muenster,OK,PacBio Sequel,,ASM5015817v1,1,4,5,5110424,55.5,,4727.0,not collected,2022,Germany,Germany,Homo sapiens,,21.0,-1,GCF_007035645.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter asburiae_B,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-4;mobile-8;asburiae-1
1812935.7,Enterobacter cloacae complex 'Hoffmann cluster IV' strain DSM 16690,1812935,Complete,DSM 16690,2016-09-16T00:00:00Z,PRJNA259658,SAMN05581750,GCF_001729805.1,"CP017184,CP017185",JCVI,Complete,PacBio,13.1x,HGAP v. 3.0.0,1,1,2,4899997,56.04,4665,4489,,,Germany,Germany,"Human, Homo sapiens",,17.0,905,GCF_001729805.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roggenkampii
648691.3,Enterobacter sp. YSU,648691,Complete,YSU,2020-12-15T00:00:00Z,PRJNA648390,SAMN15638090,GCA_016082135.1,CP059487,Youngstown State University,Complete,Illumina MiSeq,600.0x,SPAdes v. Mar-2019,1,0,1,4854630,55.32531,4724,4582,Creek Sediment,1986-10-14,USA,USA: Tennessee,,sample_type:Sediment,12.0,65,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-1
336306.71,Enterobacter cloacae subsp. cloacae 12961-yvys,336306,Complete,12961-yvys,2022-04-18T00:00:00Z,PRJNA762162,SAMN21379556,GCA_023023085.1,"CP083821,CP083822,CP083823",,Complete,Oxford Nanopore MinION,10x,Unicycler v. v0.4.8,1,2,3,4843865,54.8506,4673,4535,urine,2012-11,China,China,Homo sapiens,collected_by:Yushan Cui,34.0,84,GCF_000025565.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cloacae
1296536.49,Enterobacter hormaechei subsp. xiangfangensis strain OSUKPC4_L,1296536,Complete,OSUKPC4_L,2018-08-30T00:00:00Z,PRJNA417482,SAMN07988874,GCA_003586025.1,"CP024908,CP024909,CP024910",1971,Complete,PacBio,178.8x,CANU v. 1.4,1,2,3,5213879,54.641045,5303,5173,Dermis,2016-09-09,USA,USA: Ohio: Columbus,"Dog, Canis lupus familiaris",collected_by:The Ohio State University College of Veterinary Medicine;passage_history:2,6.0,171,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,mobile-1;mobile-2;hormaechei-xiangfangensis-2
550.2255,Enterobacter cloacae strain Effluent_2,550,Complete,Effluent_2,2019-04-21T00:00:00Z,PRJNA529503,SAMN11268906,GCA_004801535.1,"CP039318,CP039319,CP039320,CP039321,CP039323,CP039324,CP039325,CP039326,CP039322",University of Oxford,Complete,Hybrid assembly: Illumina HiSeq 4000 and,30x,Unicycler v. v0.4.0,1,8,9,5590402,54.555283,5510,5348,Treated sewage effluent,2016,United Kingdom,United Kingdom: Cholsey Sewage Treatment Works,,sample_type:Single colony culture,34.0,1421,GCF_000025565.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-7;cloacae
GCA_051090075.1,Enterobacter hormaechei NY5808,158836,Complete,NY5808,2025-06-26,PRJNA1190628,SAMN45050879,GCA_051090075.1,SAMN45050879,Academy of Military Medical Science,OK,PacBio RSII,,ASM5109007v1,1,2,3,5142795,55.0,,4765.0,sanguis,2018,China,China: Hunan,Homo sapiens,,10.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-9;hormaechei-steigerwaltii-3
GCA_030847865.1,Enterobacter hormaechei Ehh_1,158836,Complete,Ehh_1,2023-08-21,PRJNA976530,SAMN35394383,GCA_030847865.1,SAMN35394383,University of Bern,OK,Illumina; Oxford Nanopore,,ASM3084786v1,1,1,2,4782612,55.5,,4497.0,rectal swab,2019-10-29,Switzerland,Switzerland,Homo sapiens,,12.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-3;hormaechei-steigerwaltii-3
GCA_050871215.1,Enterobacter hormaechei subsp. xiangfangensis NY14233,1296536,Complete,NY14233,2025-06-10,PRJNA1190125,SAMN45026259,GCA_050871215.1,SAMN45026259,Academy of Military Medical Sciences,OK,PacBio RSII,,ASM5087121v1,1,1,2,4909666,55.0,,4573.0,sputum,2019,China,China:Guangdong,Homo sapiens,,7.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,mobile-1;hormaechei-xiangfangensis-3
158836.2025,Enterobacter hormaechei strain MB4528 Variant,158836,Complete,MB4528 Variant,2022-09-04T00:00:00Z,PRJNA836696,SAMN28174038,GCA_024918215.1,"CP103679,CP103680,CP103681,CP103682",University of Texas MD Anderson Cancer Center,,Oxford Nanopore GridION,97x,Flye v. 2.8.3-b1695,1,3,4,5191592,55.199734,5089,4896,blood,2017-10-22,USA,USA: Houston,Homo sapiens,collected_by:MDACC,12.0,90,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-1
1812935.384,Enterobacter roggenkampii Ek140,1812935,Complete,Ek140,2022-05-16T00:00:00Z,PRJNA823881,SAMN27363776,GCA_023375625.1,"CP095180,CP095181",,Complete,PacBio,100.0x,Unicycler v. v0.4.8,1,1,2,5160484,55.755295,5057,4841,pus,2019,China,China: Jilin,Homo sapiens,collected_by:Jilin university,17.0,-1,GCF_001729805.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-7;roggenkampii
158836.971,Enterobacter hormaechei strain Eho-3,158836,Complete,Eho-3,2020-12-10T00:00:00Z,PRJNA599404,SAMN13747509,GCA_015910305.1,"CP047749,CP047750,CP047751,CP047752,CP047753,CP047754,CP047755,CP047756",Public Health Ontario,Complete,"Illumina MiSeq, Oxford Nanopore MiniION",100x,Unicycler v. v 0.4.8-BETA,1,7,8,5384869,54.81212,5404,5150,urine,2011-08-10,Canada,Canada:Ontario,,collected_by:Public Health Ontario,10.0,93,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-5;hormaechei-steigerwaltii-2
158836.2035,Enterobacter hormaechei 2020CK-00376,158836,Complete,2020CK-00376,2022-09-25T00:00:00Z,PRJNA812595,SAMN16505100,GCA_025398395.1,"CP104689,CP104690",,Complete,Illumina MiSeq; Oxford Nanopore GridION,40.0x,Flye v. 2.9; Medaka v. 1.6.1,1,1,2,4681635,55.320248,4593,4367,urine,2020-02-17,USA,USA,Homo sapiens,,12.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-6;hormaechei-steigerwaltii-3
1812935.383,Enterobacter roggenkampii K666,1812935,Complete,K666,2022-05-16T00:00:00Z,PRJNA823881,SAMN27363726,GCA_023375585.1,"CP095170,CP095172,CP095176,CP095175,CP095174,CP095173,CP095171",,Complete,Oxford Nanopore MinION,100.0x,Unicycler v. v0.4.8,1,6,7,5192282,55.628567,5144,4955,,2019,China,China: Jilin,Healthy cat,sample_type:feces,17.0,681,GCF_001729805.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-2;roggenkampii
550.1113,Enterobacter cloacae strain AR_0065,550,Complete,AR_0065,2017-03-21T00:00:00Z,PRJNA292904,SAMN04014906,GCA_002055735.1,"CP020053,CP020054",Centers for Disease Control and Prevention,Complete,PacBio RSII,216x,HGAP v. 2.3,1,1,2,4894829,55.37,4810,4750,,,,,,,12.0,50,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-8;hormaechei-steigerwaltii-3
GCA_043971355.1,Enterobacter hormaechei subsp. xiangfangensis ECC-101,1296536,Complete,ECC-101,2024-10-28,PRJNA1067818,SAMN39551834,GCA_043971355.1,SAMN39551834,National Health Research Institutes,OK,Oxford Nanopore GridION and Illumina NovaSeq,,ASM4397135v1,1,1,2,4747581,55.5,,4378.0,other,2022-08-19,Taiwan,Taiwan,Homo sapiens,,12.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-5;hormaechei-steigerwaltii-1
GCA_046097135.1,Enterobacter hormaechei NY4994,158836,Complete,NY4994,2024-12-15,PRJNA1191073,SAMN45068927,GCA_046097135.1,SAMN45068927,Academy of Military Medical Sciences,OK,PacBio RSII,,ASM4609713v1,1,3,4,5123947,55.0,,4834.0,sputum,2017,China,China:Guangdong,Homo sapiens,,10.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-6;mobile-5;hormaechei-steigerwaltii-2
1915310.3,Enterobacter cloacae complex sp. ABFPL strain ABFPL,1915310,Complete,ECNIH7,2017-06-26T00:00:00Z,PRJNA279659,SAMN03455979,GCA_002208095.1,"CP017990,CP017991,CP017992,CP017993",NHGRI,Complete,PacBio RSII,170x,SMRT Portal v. 2.3,1,3,4,5388828,55.35,5358,5120,,2014,USA,United States,,,25.0,53,GCF_002208095.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae_M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-8;asburiae-2
158836.905,Enterobacter hormaechei strain 3804,158836,Complete,3804,2020-11-17T00:00:00Z,PRJNA675430,SAMN16707732,GCA_015535055.1,"CP064656,CP064658,CP064659,CP064660,CP064657","Sir Run Run Shaw Hospital, School of Medicine, Zhejiang University",Complete,Illumina HiSeq; Oxford Nanopore GridION,100.0x,Unicycler v. 0.4.8,1,4,5,5099774,54.83382,5027,4826,blood,2019-06,China,China: Hangzhou,"Human, Homo sapiens",collected_by:Long Sun,5.0,418,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,mobile-1;mobile-2;mobile-6;hormaechei-xiangfangensis-1
GCA_051090735.1,Enterobacter hormaechei subsp. xiangfangensis NY5821,1296536,Complete,NY5821,2025-06-26,PRJNA1190673,SAMN45052892,GCA_051090735.1,SAMN45052892,Academy of Military Medical Science,OK,PacBio RSII,,ASM5109073v1,1,2,3,4960987,55.0,,4616.0,sputum,2018,China,China: Hubei,Homo sapiens,,7.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,mobile-6;mobile-8;hormaechei-xiangfangensis-3
158836.1098,Enterobacter hormaechei strain RIVM_C010068,158836,Complete,RIVM_C010068,2021-03-03T00:00:00Z,PRJNA695145,SAMN17615668,GCA_017161765.1,"CP071025,CP071026",National Institute for Public Health and the Environment,Complete,Oxford Nanopore MiniION,30x,Unicycler v. 0.4.4,1,1,2,4874140,55.00433,4707,4563,,2015,Netherlands,Netherlands,Homo sapiens,sample_type:Chromosome,1.0,78,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-hoffmannii-1
550.252,Enterobacter cloacae strain FDAARGOS_68,550,Complete,FDAARGOS_68,2015-04-24T00:00:00Z,PRJNA231221,SAMN02934519,GCF_000783855.1,JTBO00000000,US Food and Drug Administration,Complete,PacBio,17.04x,HGAP v. 2.0,,,1,4641947,55.72,4463,4055,Rectal Swab,2013-10-22,USA,United States,"Human, Homo sapiens",collected_by:Children's National Hospital;isolate:not applicable,12.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-1
158836.343,Enterobacter hormaechei strain PG20180056,158836,Complete,PG20180056,2019-08-29T00:00:00Z,PRJNA560883,SAMN12603275,GCA_008123985.1,CP043225,National Microbiology Laboratory at Guelph,Complete,Illumina MiSeq and Nanopore,90x,Unicycler v. 0.4.3,1,,1,4635242,55.55354,4431,4325,mouse gut,2018-05-18,,,,collected_by:Canadian Food Inspection Agency,12.0,662,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-3
GCA_030863745.1,Enterobacter hormaechei CUVET22-969,158836,Complete,CUVET22-969,2023-08-23,PRJNA912905,SAMN32262096,GCA_030863745.1,SAMN32262096,Chulalongkorn University,OK,Oxford Nanopore MinION and Illumina Nextseq 500,,ASM3086374v1,1,4,5,4693306,55.0,,4383.0,blood,2022-06-13,Thailand,Thailand: Bangkok,dog,,6.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,mobile-6;hormaechei-xiangfangensis-2
GCA_041005335.1,Enterobacter hormaechei W57,158836,Complete,W57,2024-08-01,PRJNA1135755,SAMN42440390,GCA_041005335.1,SAMN42440390,Second Affliated Hospital of Kunming Medical University,OK,Oxford Nanopore,,W57,1,4,5,5159863,54.5,,4825.0,secretion,2015-10,China,China:Kunming,Homo sapiens,,1.0,-1,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-2;hormaechei-hoffmannii-1
158836.1537,Enterobacter hormaechei TUECL19003,158836,Complete,TUECL19003,2022-01-10T00:00:00Z,PRJNA791797,SAMN24425646,GCA_021398115.1,"CP090192,CP090193,CP090194,CP090195",,Complete,Illumina MiSeq; Oxford Nanopore MinION,100.0x,unicycler v. 0.4.8,1,3,4,5034377,54.9292,4907,4745,Pus,2018-04-07,Taiwan,Taiwan: Taichung,Homo sapiens,collected_by:Tungs' Taichung MetroHarbor Hospital (TTMHH),1.0,78,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-2;mobile-3;hormaechei-hoffmannii-1
